CreateObject(1930, -315.976623,757.291259,26.113870, 0.000000,0.000000,89.999961);
CreateObject(19504, -315.345275,749.460449,26.144493, 0.000000,0.000000,0.000000);
CreateObject(1930, -321.966644,757.291259,26.113870, 0.000000,0.000000,89.999961);
CreateObject(1930, -328.147247,749.161071,26.003868, 0.000000,0.000000,0.000000);
CreateObject(1930, -328.147247,744.500610,26.003868, 0.000000,0.000000,0.000000);
CreateObject(1930, -324.065856,740.515563,26.011159, 0.000000,0.000000,-90.000007);
CreateObject(1930, -306.714324,740.240173,24.875082, 0.000000,0.000000,-90.000000);
CreateObject(1569, -317.266296,747.709655,23.993875, 0.000000,0.000000,0.000000);
CreateObject(1569, -314.296173,747.717956,23.986139, 0.000000,-0.099972,179.900024);
CreateObject(1569, -305.340667,757.312744,23.963871, 0.000000,0.000000,0.000000);
CreateObject(1930, -324.065856,740.495544,25.071168, 0.000000,0.000000,89.999977);
